g	Axis1	Axis2	Axis3
ERR911953	-0.0261589878837642	0.0360209696452673	-0.00131523958862038
ERR911954	-0.0624399857665649	0.0272092461244284	-0.0197825740255487
ERR911955	0.0614863812575631	0.0486997882712502	-0.0142948979046564
ERR911956	0.0411375395854911	0.0260954373986921	0.0189486928882145
ERR911957	0.0322018003620473	0.0406449394707	0.0498330265704378
ERR911958	-0.176149864205163	0.0237117845453531	0.0120755858881042
ERR911959	-0.142818648942783	0.0578901197666674	-0.0686348053240412
ERR911960	-0.0319535872004536	0.0453948931326924	-0.0566942054969386
ERR911961	-0.00385518453204372	0.011701594944692	0.00495689067444249
ERR911962	0.0837278261808436	0.0178930809649768	0.0100329521983616
ERR911963	-0.106288656994405	0.0310484442664214	-0.035732590770454
ERR911964	-0.0865581878800474	0.0320915367341095	-0.000239348878867588
ERR911965	0.264569206794385	0.0354283233111954	-0.0343840465721403
ERR911966	-0.107508962835797	0.0431359925358619	-0.0389493284313637
ERR911967	0.16083404862921	0.0190169739212931	0.0290583629762314
ERR911968	0.0575883803341336	0.0353915332646117	-0.00473941653166234
ERR911969	-0.0298191398008132	0.0272093043339345	0.0251764137659344
ERR911970	0.319235672962669	0.0343807267377217	-0.0231962799817145
ERR911971	0.159754875672662	0.042755647310849	-0.00234005518164161
ERR911972	0.126281786060816	0.0282512654052277	-0.00737619928665105
ERR911973	-0.150767217442464	-0.159020571511833	-0.111041377159347
ERR911974	0.0438119429926399	0.0326346645697431	-0.00750695271471441
ERR911975	-0.0624076634211712	0.0429168708205764	-0.095077021186823
ERR911976	-0.13639990398269	0.0314935544551499	0.00869620319256572
ERR911977	0.0598886437716907	0.0461863002528051	0.0136146981366461
ERR911978	0.126856276854438	-0.0914166720015317	-0.0003540491301443
ERR911979	-0.138391383144666	0.00749735365564751	0.0189073880157691
ERR911980	0.0877894196373673	0.04006218201543	-0.0434353938749594
ERR911981	-0.0353221241121503	0.0325763297374938	0.0261036103905008
ERR911982	-0.0646254660663912	0.0361106526292974	-0.0176175030487255
ERR911983	-0.108704279091428	0.0273218728760424	-0.00271956471804334
ERR911984	0.0387383801448176	0.0391489599650797	-0.0166274570889012
ERR911985	-0.129555644185924	0.04377678333361	-0.0229716446495336
ERR911986	0.122147640130068	0.0390612154416279	-0.00805971207655321
ERR911987	-0.0808933247992503	0.0296524955558907	-0.00605984486113435
ERR911988	-0.0195265054646084	-0.0313195780867608	0.0162523889755523
ERR911989	-0.118956945819268	0.0192859220708935	0.0156166310856429
ERR911990	0.0102257824978946	0.0268313794834546	-0.00738918471868199
ERR911991	-0.026247061581275	0.0494795608616493	-0.0727535371593005
ERR911992	-0.142163204762967	0.0144804183895482	0.139740500628834
ERR911993	-0.0881199652303681	0.0424054526596115	-0.0432048665204504
ERR911994	-0.0867544121468576	0.0509614087566884	-0.0651214291760148
ERR911995	-0.12912197747396	0.0389607887558509	-0.0194438264342209
ERR911996	-0.173533950597698	0.0691981933520976	-0.127500094415357
ERR911997	0.0659215679655509	0.0293288745563062	0.0222908675528945
ERR911998	-0.100636314633713	0.0360060855760383	-0.0423151069461494
ERR911999	-0.126821902785717	-0.00983493300602081	0.088961898864223
ERR912000	0.0621124882183381	0.0322503913996939	0.00121352000001671
ERR912001	0.151706886116217	0.00635363061476351	-0.0240247559889823
ERR912002	0.19529186538754	0.0305256406715983	-0.00206562168329501
ERR912003	0.079955117581882	0.0270179631723271	-0.00366941599271415
ERR912004	-0.0477211932211962	0.0332793327758629	-0.0303994524277552
ERR912005	0.105079202042346	0.0372320796404159	0.0200182041647507
ERR912006	-0.108377642038084	0.0606171400202643	-0.212495466866774
ERR912007	-0.0864745037101139	0.0306928362373849	0.0081261298322871
ERR912008	0.118483957870065	0.0326980213709575	-0.00291958761523435
ERR912009	-0.117100947475811	0.0312054198831838	0.00323469385693514
ERR912010	-0.169266389101048	0.0321205339015102	-0.0390888659373299
ERR912011	-0.0704490096168528	0.0184764425072755	-0.022057519393734
ERR912012	-0.0822749211930148	0.0332397063188113	0.053978181083091
ERR912013	-0.0829580734933246	0.0288806876318477	0.03237591648687
ERR912014	0.00417981348210338	-0.00986033309331748	0.0130826633101689
ERR912015	-0.113984629705721	0.0299992329981185	0.0421361141400081
ERR912016	0.0345674985905553	0.0351430791655041	0.006837421513672
ERR912017	-0.0437533282376454	0.0254785139908735	0.00292151557792903
ERR912018	-0.0558092659242028	0.0174934100775733	0.111918017220528
ERR912019	-0.124372935729826	0.0210939549711032	0.0879399261545587
ERR912020	-0.0592726426603929	-0.0137949867021897	0.00764839046738717
ERR912021	-0.0440454185082433	0.0216722784383351	0.0422722095556999
ERR912022	-0.0870178266505199	-0.0207414712623541	0.259206831782924
ERR912023	-0.0151627288051328	0.0240062824779237	-0.00775512226584416
ERR912024	0.227531887175613	0.0364132052003998	-0.0132607244696035
ERR912025	0.290455907599223	0.0176617357887218	0.0363116385449521
ERR912026	-0.0593496505813949	0.0284533992147866	-0.00811837406687956
ERR912027	-0.111719766962639	0.0317879611459839	0.0307826043853301
ERR912028	-0.0290351079050162	0.0125759081716436	0.0671123280388923
ERR912029	-0.155551511914498	0.0215622567960834	0.00816473200097393
ERR912030	-0.0735161195164701	0.0231959247940984	0.0138351680424133
ERR912031	-0.0583059657544759	0.0163886460720722	0.0276821152944372
ERR912032	-0.0109929651735575	0.0332572820130937	0.00281124805435862
ERR912033	-0.0246853464924815	-0.207296898418208	-0.00741514353528655
ERR912034	0.0229486771879543	0.0234384997081149	0.0160988212338525
ERR912035	0.176893683575624	0.0221594605570899	0.00212106973597655
ERR912036	-0.0783422572550604	0.017171517500387	0.0438553771127716
ERR912037	0.0845060409115332	-0.421239740793404	-0.0385880517314757
ERR912038	0.0921360758932313	-0.0927046781698919	-0.0354454868832008
ERR912039	-0.0870593018873245	0.0195765364213142	0.035623284189668
ERR912040	0.101213705841603	-0.164815902122306	-0.0257233413547514
ERR912041	-0.00773535726208547	0.0419972071935929	-0.00680580074044696
ERR912042	-0.115255736947916	-0.384790061598759	-0.0437246739143258
ERR912043	0.072365004468289	-0.0490657594143663	0.0343196742875629
ERR912044	-0.129421022159323	0.0100410439212559	0.110353999864682
ERR912045	-0.131541216306236	-0.435193315281273	0.00448257104629405
ERR912046	-0.067994647695015	0.0254837554275339	0.00146633973422468
ERR912047	-0.143374901116743	-0.228009103331072	0.037108978701405
ERR912048	0.175304344963314	0.0304800549268105	5.71295151605353e-05
ERR912049	-0.159617937854975	0.0393087015647541	-0.0741643790513603
ERR912050	-0.112542926154029	-0.127794428426358	0.00916385650323317
ERR912051	0.0370145314513993	0.0219689109909628	0.0462346923007128
ERR912052	0.196500497612259	0.0344667174374476	-0.0138674038954212
ERR912053	0.133453953438281	0.0396022873630633	-0.0318786055799359
ERR912054	0.300835096772498	0.00662695305594116	0.0177828690479764
ERR912055	0.338180910306746	0.0134702272681425	0.00866921134752216
ERR912056	-0.0517110733038994	0.0380048777379267	-0.0247159447214407
ERR912057	-0.0203291289813689	-0.0881879968768504	-0.0197154745888414
ERR912058	0.0641441451261679	-0.327433054037094	-0.027775500285411
ERR912059	-0.00673733407834253	-0.0133250876547542	-0.058632631572511
ERR912060	-0.152349319234491	-0.583735006226702	-0.0593572235795131
ERR912061	-0.0486505792689882	-0.00125883447057818	0.0163984093136492
ERR912062	-0.119051459114895	0.0538870491548726	-0.144655118561127
ERR912063	-0.061135951310041	0.0215982355077967	0.0152643369120139
ERR912064	0.00501661344786973	0.0253245131188602	0.0343353170103553
ERR912065	0.116466171631713	0.0478846477485963	-0.0118877437611345
ERR912066	-0.0491129901399681	0.0141239718581995	0.0202477169408771
ERR912067	0.00730154822393761	0.0277476441895122	0.00616015216143492
ERR912068	0.259155639554431	0.0334500337612908	0.00378553081111875
ERR912069	-0.123189043365956	0.0485443045372394	-0.105091574994415
ERR912070	0.0553987546061942	0.0228301008566901	0.0582851935995871
ERR912071	-0.0456337728038056	0.0232813588633967	0.010760470788864
ERR912072	-0.0192213145655832	0.0323419217991487	0.0191579965488097
ERR912073	0.352562100366634	-0.251140201565484	-0.0331127185415289
ERR912074	0.107378680839826	0.0256167815411955	0.00504573662098519
ERR912075	0.0279376854559521	-0.179413920286503	-0.00335543617911926
ERR912076	-0.148242839509112	0.0156019351384888	0.0234961786604891
ERR912077	0.059462645210583	0.033301448363989	-0.0358754823579044
ERR912078	0.0420980699563977	0.0171687873868234	0.0160837262246199
ERR912079	-0.169348095464925	0.0256789337166037	-0.034369357800562
ERR912080	0.252077023697976	0.0215636553342305	0.0136331214131971
ERR912081	0.478115013310225	-0.0361583683596964	-0.00299153951746249
ERR912082	0.553285784067289	-0.0209570940237826	0.0107673449912768
ERR912083	-0.152237228764025	0.0611813910026863	-0.186362080418055
ERR912084	-0.0277857343177837	0.0404742573170091	0.0117859830308533
ERR912085	0.0107419510721417	0.0333614523678612	0.0244175417321926
ERR912086	-0.022221806666632	0.0323660248381424	-0.00253666451643823
ERR912087	0.0286394079962494	0.0277378453796016	-0.00950564494365529
ERR912088	0.30392025744763	0.0331120882141951	-0.0130775236087582
ERR912089	0.045530961226324	0.0343529564216065	0.00733273112250799
ERR912090	0.0739349240662982	0.0261927410800467	0.00887000112017676
ERR912091	0.0349158399282247	0.0295898918036047	0.0356370864696526
ERR912092	-0.170631338289692	0.0371968039658726	0.129480546668253
ERR912093	0.0576097674490359	0.0419252090907613	-0.0143079173187472
ERR912094	-0.190022846480526	0.0430908688033636	-0.0760009355980825
ERR912095	-0.123957997888443	0.0203157672127113	0.118173990268465
ERR912096	-0.0305452293743297	-0.0398498867961154	0.0295034461531178
ERR912097	-0.0718710174173106	0.0285165013471228	-0.0074441553987079
ERR912098	-0.0628514716819602	0.0239240330116991	0.0194687766017736
ERR912099	-0.0541799300108577	0.0263365975332944	0.0073233730973766
ERR912100	-0.0208921011984173	0.0374271408459314	0.0478870080088028
ERR912101	-0.177934749130599	0.00694030812754887	0.149581688424747
ERR912102	-0.141984996826491	0.0302219020144676	-0.042088867572574
ERR912103	0.138920899168754	0.0438017470968055	-0.0328419658018839
ERR912104	-0.0331679571426364	-0.209760793732077	-0.0194955747056207
ERR912105	-0.146137813463047	0.0382505657133891	-0.0518207168346814
ERR912106	-0.0540837779758246	0.0553280157938231	-0.0884155467923489
ERR912107	0.0318564535743924	0.0137631278848548	0.00465710967351424
ERR912108	0.0258387014070158	-0.111071053847697	-0.00161166912766396
ERR912109	-0.0875358207782589	-0.00288214772177199	0.0430011658065534
ERR912110	0.167773085892048	0.00828723586105413	-0.0216595346247706
ERR912111	0.220818139095421	0.0399619747401356	-0.0438376368826683
ERR912112	0.0741312237148498	0.044172722443767	-0.0336117017302077
ERR912113	0.0584945285219936	-0.105134794482327	-0.00990347516659632
ERR912114	0.179330287131421	-0.104526146085551	0.0770115835843697
ERR912115	-0.0187071931950333	-0.107751594381212	-0.0125191615760673
ERR912116	-0.0897467749556349	0.038198006852603	0.0215472996578232
ERR912117	-0.0703824832684774	0.026205426793649	0.0149365252571626
ERR912118	-0.155152788456953	0.0489119635729416	-0.0776091647882985
ERR912119	-0.0414087400924805	0.0355765167829796	-0.00292994193391227
ERR912120	-0.20060554482622	-0.0219263692550273	0.50896897707525
ERR912121	-0.0855695919165522	0.0159860591470215	0.00307599725581797
ERR912122	-0.00122305168505794	0.0311139703319618	0.0291168518025971
ERR912123	-0.164427020882384	0.0209596253101735	0.00500920174000506
ERR912124	-0.0156665736225734	0.0519634804771274	-0.0762978747005017
ERR912125	-0.0656010242556516	0.0161070930659083	0.0333394548740954
ERR912126	-0.00461854703025939	-0.2218440705055	-0.0361909819014856
ERR912127	0.0268788947354551	0.0373062234643307	-0.0631683669159352
ERR912128	-0.0250888362386859	-0.00496942163040841	0.0148979532066805
ERR912129	-0.0765872783864925	0.0286604470881947	0.0182400762676945
ERR912130	0.0109818026659748	-0.085467697926396	0.0297695908924015
ERR912131	-0.000922538637370359	-0.0872248536776062	-0.00453222398796717
ERR912132	-0.0327011737469581	0.0352096312896964	-0.00883238729676319
ERR912133	-0.109036312906192	0.0423686086557532	-0.0473564121635387
ERR912134	-0.0535656291699694	0.0254059992393706	0.0248568899653644
ERR912135	-0.0531311378406551	-0.0569822810258861	0.0216816211501534
ERR912136	0.138049260575958	0.0312782087303919	-0.00149924555400496
ERR912137	-0.0925769027140459	0.0403390972683662	0.014613000275369
ERR912138	0.0540571055899894	0.046673731849293	-0.0267964084925328
ERR912139	-0.0370158776970818	0.0268943141219822	0.044190326152425
ERR912140	-0.128171220284776	0.0308453103729227	0.0203582715873504
ERR912141	-0.0922437176332578	0.0188630101902845	0.0841831841104344
ERR912142	0.28417237614594	0.0352834290661056	-0.027652710216935
ERR912143	0.0758552292266504	0.0301434945472918	-0.00519185309175357
ERR912144	-0.0446771877029185	0.0206060900580785	0.00885369053299793
ERR912145	0.0403586041371294	0.0373675600294297	-0.000737443082677596
ERR912146	-0.126922399234751	-0.0100104981380555	0.153141757314218
ERR912147	-0.0395819651693623	0.0377483019894767	-0.0059630588325185
ERR912148	0.0865762770194573	0.027695627109463	0.000745224618299109
ERR912149	-0.0202334651634225	-0.037312028948295	0.0198371686114018
ERR912150	0.58197588301327	0.00568955588803878	0.0355191759346003
ERR912151	-0.0714219385449138	0.0320094775065318	-0.0392317810499093
ERR912152	0.183782596085272	0.0253878581237938	0.00195118553146748
ERR912153	-0.159222438941662	0.0507512942578881	-0.117060199950972
ERR912154	0.15616735997387	0.0236791267533871	-0.0119013070972734
ERR912155	0.0407459234211737	-0.00130252476767597	0.00620060204698196
ERR912156	-0.127460768534876	0.0473212822937487	-0.118272746767627
ERR912157	-0.0581768638049238	0.0481001466289177	-0.0897034751817637
ERR912158	-0.0336434321010683	0.0367501719873688	0.0106166183132639
ERR912159	-0.00493485655093339	0.0396488404096283	-0.0472960595246378
ERR912160	-0.0935916556453906	0.0230202053523567	0.023333918046141
ERR912161	0.0175699372094801	0.0536351141628633	0.0300627700147892
ERR912162	-0.0887078256662869	0.0245299596468347	-0.00258948243787693
ERR912163	-0.0405101510203127	0.00673824342313671	0.000536486385325888
ERR912164	0.0525456296604244	0.0380169961447021	0.00624651048140503
ERR912165	0.161968513709148	0.0293527832439732	0.0144701219041552
ERR912166	-0.101543408351437	0.0257100287818701	0.00587695970659491
ERR912167	-0.198497181567801	0.0644740549296721	-0.311419878389152
ERR912168	-0.0244565171095905	0.0138659913114562	-0.0443873792132862
ERR912169	0.0475801576645046	0.0289963633681924	0.00332037198225184
ERR912170	0.11541805589996	0.0291117557808106	0.0167537855285876
ERR912171	-0.0635401249404494	0.0260175333302368	0.00299351677898898
ERR912172	0.0102676180209111	0.0280160231244601	0.00981044112708968
ERR912173	0.196358792220967	0.0201176895206036	0.00120871851889764
ERR912174	0.121996425211136	0.0249856597855549	-0.00219091223733074
ERR912175	0.0711462633601146	-0.0299991689777319	0.0150922024430191
ERR912176	-0.0601082206464864	-0.0209395472427884	0.00838641161718769
ERR912177	-0.150907041051447	0.0231273868234595	-0.0503619339335594
ERR912178	0.0497369026404661	0.0345922259453247	0.0159501526875913
ERR912179	0.06286310624063	-0.0334192130786747	0.0265325339614466
ERR912180	0.00635160023155827	0.0336831484881197	0.00824096008570115
ERR912181	-0.0581333756777049	-0.494061379585264	-0.0670848787336979
ERR912182	0.130467223191881	-0.0173074855048572	0.00310089969599372
ERR912183	0.0988799768752948	0.0457921443184003	-0.0325622812280078
ERR912184	-0.101533566270386	0.00936213538197917	0.109707122003963
ERR912185	0.300333650623892	0.00807038494767796	0.00277546606053486
ERR912186	-0.152820917943636	0.0184657104896805	0.0196439669078928
ERR912187	0.0253506487892549	0.031944012736569	-0.00709489209457031
ERR912188	0.281596817840066	-0.00548051909134949	0.0181200840767993
ERR912189	0.0530980177435517	-0.00941030586868147	0.0503643979234683
ERR912190	0.067123231573863	-0.133354628995609	-0.00569319975500766
ERR912191	0.1042754590806	0.0449080829225905	-0.00493327238824549
ERR912192	-0.151846971490154	-0.103965267757006	0.0549676146395419
ERR912193	-0.022761156000094	0.0498116229942336	-0.0569201605507553
ERR912194	-0.0369938871016927	0.00742140820318435	0.0581562752742888
ERR912195	-0.06152289360329	0.0333335866338486	-0.0281544061872692
ERR912196	-0.0967242440421909	0.027839683584517	-0.123714201112635
ERR912197	-0.0330677685528056	0.0294583884552417	0.00499281282621476
ERR912198	-0.0891916331868565	0.0283840050052976	-0.000730522034211954
ERR912199	-0.0930365542487097	0.0217067564883891	0.0412976294236387
ERR912200	-0.13906627871405	0.0253450830985489	0.0162036641408964
ERR912201	-0.0725136426909255	0.0202030996061759	0.0475145550100549
ERR912202	0.0205386951705266	-0.124317636720725	-0.0210949039667101
