o	Axis1	Axis2	Axis3
ERR911953	0.0942917422580586	0.0959198785355199	-0.082155390696154
ERR911954	-0.0104725898256099	0.00881652185695898	3.26077932696702e-05
ERR911955	-0.253208905388871	0.0297508765354752	0.0188721548304576
ERR911956	-0.0652439107347762	0.0561410082511111	-0.087601641960626
ERR911957	-0.161353993111539	0.00486734087986729	-0.0143186669128157
ERR911958	0.211843630808585	-0.0442375012948787	-0.00109569605355627
ERR911959	-0.159852647616149	0.0299268748866832	-0.0366219832660771
ERR911960	-0.0942329276345112	0.0204550449930822	0.0365614444998737
ERR911961	0.111944318946166	0.0167454615749406	0.0877919699495953
ERR911962	-0.383259717224882	0.0194714390737856	-0.0256266878723659
ERR911963	0.0227313549685021	0.010906208452877	0.0776239335831729
ERR911964	0.124891689485966	0.0409776204688095	0.0137010370948113
ERR911965	-0.408779500299999	0.00284477310755949	0.0108124852858796
ERR911966	-0.00154350795581539	0.0684177658759382	0.0786770986477561
ERR911967	-0.151398128245841	0.0220862891505514	-0.0107821522342376
ERR911968	-0.0433259982404163	0.0562041970511345	-0.0113176706682892
ERR911969	0.144574316929356	0.0810909164455643	0.0714838024452333
ERR911970	-0.423536393379924	0.000143852400459838	0.026983463169908
ERR911971	-0.304313838581187	0.0195824369144381	-0.0105189278893538
ERR911972	-0.0933810631762336	0.0555083305111169	-0.064749684838899
ERR911973	0.138263202038945	-0.129536374986229	-0.167053627939647
ERR911974	0.0480455104313418	0.0909477094936348	-0.0515392584305923
ERR911975	-0.0521238340509415	0.0449258437243734	0.000438341609264815
ERR911976	0.139796605813343	0.0447901175195936	0.035837109040369
ERR911977	-0.165429511789983	0.0246136524383337	0.0223573025274247
ERR911978	-0.159317215706965	-0.129738820588851	0.0190814496546344
ERR911979	0.370989690013425	0.17123232357109	-0.324550461783282
ERR911980	-0.231285203311206	0.00981218340036143	0.0229697801495592
ERR911981	0.0698462987457164	0.0466155948391841	-0.0512632850394638
ERR911982	0.0754207955931967	0.0971852369872705	-0.139359172844517
ERR911983	0.185089188795527	0.0405335233666212	0.0067564184902432
ERR911984	-0.0812622880700292	0.0626171412831895	-0.0035462967609479
ERR911985	0.0353283962428256	0.0345208330097787	0.0677269737304046
ERR911986	-0.269620032665153	0.00410269612448485	0.0197890535865282
ERR911987	0.222481854958593	0.0605287526088835	0.000453013159426144
ERR911988	0.015294746399659	-0.0655780474229299	0.0905993644700375
ERR911989	0.13387660333474	0.00884441033785316	0.0792487836048466
ERR911990	0.0149928589484776	-0.0542874193312058	-0.0541180213071041
ERR911991	-0.167722256037596	0.0542582463983178	-0.0856384180806769
ERR911992	0.295568939734959	0.0590624602903098	-0.047090644438804
ERR911993	-0.00500495185155997	0.00725423759024243	0.0162084585646214
ERR911994	-0.0250025048727768	0.0605055640001694	-0.0668952922885584
ERR911995	0.0232885802485869	0.0489441514631999	0.063425432962783
ERR911996	-0.182086258049045	0.0318636122438883	0.0240439786130692
ERR911997	-0.112674905820404	0.00986006019780248	0.0978425500750154
ERR911998	0.0689261223286581	0.0290052218710487	0.126190578691648
ERR911999	0.22227418314606	-0.0363115784750605	0.116345359641669
ERR912000	-0.179185227344783	0.0396179028182177	-0.0498765393623141
ERR912001	-0.201574649843806	-0.0371673917826819	-0.0170484236342468
ERR912002	-0.168890388606995	0.0553249196448735	-0.0750926383424531
ERR912003	-0.0221332013504416	0.0633511080779467	-0.0222056180554876
ERR912004	0.0932596685138286	0.107187223540609	-0.186295609573395
ERR912005	-0.282501776056704	0.00707108614742701	0.0410779889593948
ERR912006	-0.238412378770156	0.0346782410982836	-0.0154597078274663
ERR912007	0.0393017024978994	0.0270618992553398	0.0394960358518689
ERR912008	-0.22024012115505	0.0306986073112085	-0.0184345484862709
ERR912009	0.299006324086647	0.14973257666893	-0.159271345824655
ERR912010	0.301787744621792	0.116220328991357	-0.044797534982934
ERR912011	0.126733628896017	0.0437181277476048	0.060172260878437
ERR912012	0.0761695729939718	0.0244438293778795	0.0201190143038484
ERR912013	0.069093074408645	-0.0160586645536398	0.0934004461979009
ERR912014	0.0449495578823238	0.0185732962357944	0.0160932728669707
ERR912015	0.253039040616657	0.0683579643122641	0.140675372218117
ERR912016	-0.0188422095575402	0.0376412276228007	0.102570400467122
ERR912017	0.143716535246519	0.0696475667727719	0.116993262551598
ERR912018	0.229761043142689	0.0672941408619221	-0.11896371233551
ERR912019	0.31314333891649	0.0801057645088206	0.0331064606871827
ERR912020	0.239083408356828	0.0416926703818735	0.0279929850978813
ERR912021	0.093233864721325	0.0473762183722226	-0.0243034833665569
ERR912022	0.25767888125391	-0.00347293525233396	-0.217204683543394
ERR912023	-0.150372244621412	0.0490952458002822	-0.0313117736683469
ERR912024	-0.279823868038015	0.0431408086358982	-0.0500834050042825
ERR912025	-0.233265265045717	0.0213334984965943	-0.00590426482821664
ERR912026	0.0344743195153964	-0.0243195712580049	0.116321516619327
ERR912027	0.191824429790344	0.0329496864842251	0.086213674867347
ERR912028	0.23482616993966	0.0751356999274501	-0.0306261646373696
ERR912029	0.372082266774226	0.0502967362165787	-0.00694550439014065
ERR912030	0.231570742790206	0.0550245679301698	0.0336785757150717
ERR912031	0.256193929736758	0.06980917310128	-0.05081268591105
ERR912032	-0.0291412005665931	0.0295530748235395	0.00403369023766431
ERR912033	0.126689988652932	-0.217255815207618	-0.0028664553885896
ERR912034	0.0600722534758387	0.0222076904182191	0.0609637160407557
ERR912035	-0.1001791572653	0.0915417535829205	-0.209344914661688
ERR912036	0.132317800538541	-0.000858723007526203	0.111043202760085
ERR912037	-0.0767296241909408	-0.467335731052254	-0.116604264999994
ERR912038	-0.0238386345919844	-0.100909653856846	-0.128483817255074
ERR912039	0.0450801231750082	-0.0511155559218636	0.00895759439373635
ERR912040	-0.103009087421404	-0.193264583440325	-0.0250343314986786
ERR912041	0.0460785213980496	0.125122729640218	-0.225291117203613
ERR912042	0.223039869326472	-0.403007730982999	-0.0378274342682323
ERR912043	-0.162510332199702	-0.0734217673528042	0.0203610217334489
ERR912044	0.292297572126173	0.0160993936982376	0.0206065887451098
ERR912045	0.21643587766518	-0.48200309160833	-0.091179185650057
ERR912046	0.218963427448994	0.0473776320707198	0.0135788599860783
ERR912047	0.3083629553771	-0.250911295531023	0.0125761518132184
ERR912048	-0.267197835296575	0.00480517835627055	0.0628556739006137
ERR912049	0.17723470014607	0.0918674489532508	0.0511851998316954
ERR912050	0.151236819006039	-0.198176926132692	0.0938619338856432
ERR912051	-0.0229119920490006	0.0588274765367098	-0.00435439685995363
ERR912052	-0.235473195281205	0.0500496390219999	-0.0922179778549899
ERR912053	-0.18584573405021	0.0509579125507175	-0.0430869765018001
ERR912054	-0.21240804093412	0.0165219354296949	0.0206646074994434
ERR912055	-0.246583233190008	0.0312352055330631	-0.0540631984542538
ERR912056	0.0646526805631685	0.0302105258801856	0.0799042759540018
ERR912057	0.049559452836162	-0.0588428247345611	-0.0657279264195553
ERR912058	0.0804361269573254	-0.37502241747114	-0.0469950143061826
ERR912059	-0.144648446842583	-0.0217204572570793	-0.0140926523048283
ERR912060	0.298196639235509	-0.616927535283521	-0.150526814467788
ERR912061	0.0202838806221469	0.0482624439577967	-0.0916407886586197
ERR912062	-0.0920064918137499	0.0317107957050345	0.0173951663177276
ERR912063	0.177054949847525	0.0754005834040358	-0.0599655999527125
ERR912064	0.171609452483612	0.0979523713116459	-0.0172896942228251
ERR912065	-0.340789621256585	0.0303356285708048	-0.0781217769571463
ERR912066	-0.02392385964518	-0.0478615280135243	0.0900331056610369
ERR912067	0.0969247860997599	0.0353836554445401	-0.0856411693482724
ERR912068	-0.26963738670594	0.0239628050974899	-0.104640999789768
ERR912069	-0.00447556811307796	0.0617883480792733	-0.0824306290553293
ERR912070	-0.076714923560672	-0.0378224900355098	0.0572200386045911
ERR912071	0.209936197098453	0.0539057834260055	0.00667683649409219
ERR912072	-0.0708951647625676	0.0132960713238522	0.130318160625959
ERR912073	-0.240781895719	-0.282584646859507	-0.0746385770473458
ERR912074	-0.0383256132108714	0.0588090948825183	-0.0175669251343115
ERR912075	0.0928652337345634	-0.244809849875985	-0.0074286207671567
ERR912076	0.206490739067425	-0.00475266735376661	0.164160269972641
ERR912077	-0.179848643171951	0.0300815796597341	-0.0148758849719858
ERR912078	-0.0502300497638271	-0.0270726155640012	0.0115525751220048
ERR912079	0.164496923143348	0.00141824884835655	0.200852044335878
ERR912080	-0.194300725774606	0.0334881442951247	0.0719093665235541
ERR912081	-0.450962313202143	-0.0701983088489622	0.019688097118239
ERR912082	-0.47013521830118	-0.0381481086728451	-0.0318098228127276
ERR912083	-0.183372951053768	0.0266807108989303	-0.0309220793377159
ERR912084	-0.0540392070622951	0.0665949828138578	0.0316867764372208
ERR912085	-0.0529192032719836	0.0498590829495737	0.0383969947340336
ERR912086	-0.00221850517007267	0.0292454115906353	0.0435568874119379
ERR912087	-0.0143336621045646	0.00197684075870957	0.0229330873624734
ERR912088	-0.271642635155485	0.057292718866233	-0.0957265364456766
ERR912089	-0.0791418493290902	0.0410865524351109	0.0708544652140797
ERR912090	0.0364862572279901	0.0856384443789099	-0.0366309617871814
ERR912091	-0.0740369451188309	0.0324162091061413	0.0732197868608304
ERR912092	0.0562651021487953	0.0153119648891252	-0.0740109852247502
ERR912093	-0.121923012550991	0.00542970698500372	-0.0269172969078838
ERR912094	0.0871443235745493	0.0214828251834801	0.0955308450394862
ERR912095	0.343739765509017	0.143860385971901	-0.368039451639218
ERR912096	0.0985800351885344	0.0323270050637506	-0.0759283267047274
ERR912097	0.151875310418683	0.0530831003050061	0.0553285161605127
ERR912098	0.138022414854469	0.0556352252343515	0.040987610927639
ERR912099	0.157893663692456	0.114660652762698	-0.0340111981436654
ERR912100	-0.0895841931074705	0.0136779953441579	0.0784266903901358
ERR912101	0.370487630746702	-0.0176135847488249	0.180875635046086
ERR912102	0.130221570273099	0.0220834876239922	0.0106292047002615
ERR912103	-0.216787644180785	0.0502434947855099	0.00849590156457663
ERR912104	0.197222756759405	-0.179544462851896	-0.0506295054010483
ERR912105	0.0667471930993126	0.0207754541372486	0.0839072632665404
ERR912106	-0.249853658571336	0.0104821510905181	0.0321011780648706
ERR912107	0.0371701063883119	0.0273299917639069	0.0846017373123948
ERR912108	0.017464791056674	-0.128584076371191	0.0871097859802984
ERR912109	0.0945095773352282	-0.0779930547358557	0.0937606503859117
ERR912110	-0.307628529187687	-0.0400982042041792	0.0316320633327433
ERR912111	-0.387072614685382	0.00803792090310386	-0.0255128793385272
ERR912112	-0.149040650897304	0.0413755810076544	-0.0429902961165497
ERR912113	0.0521397068889479	-0.0886419697395555	0.0251288577649525
ERR912114	-0.0889439051157967	-0.139290997924324	0.00395338574088969
ERR912115	0.144963329448697	-0.12355067781628	0.0217451903283994
ERR912116	0.0579677624637917	0.0276753844865733	0.0100469553175243
ERR912117	0.0634207807804871	-0.0731983112325512	0.093108309110635
ERR912118	-0.120102610921342	0.0255382933289719	0.0132950432922054
ERR912119	0.133611982357389	0.0696755578908381	0.0905350749890623
ERR912120	0.251541763490202	-0.16185913183044	-0.0539579808859013
ERR912121	0.102429746459018	0.0410695030286208	0.137562964162439
ERR912122	0.0371302156357524	0.0413747418006137	0.0279441985424647
ERR912123	0.416807754019654	0.0597152603218338	0.24569567694609
ERR912124	-0.312524116501973	-0.0170027956514995	0.0323524981503244
ERR912125	0.143993043028027	0.0482520109619032	-0.00659552143044279
ERR912126	-0.128505040871545	-0.247158896306178	-0.0876492544162009
ERR912127	-0.0583161879139959	0.0479800084730623	-0.0932437639323236
ERR912128	0.130952447567243	0.0287061589614084	-0.0552652490735016
ERR912129	0.104797046312185	0.0452117344531717	0.0553474725996707
ERR912130	-0.0590982802171844	-0.139225413956656	0.0520571119103463
ERR912131	0.0974687203462562	-0.0904739569910577	-0.0230208406570804
ERR912132	0.0524745166252929	0.075385432044824	-0.136934855293877
ERR912133	0.0443725302464628	0.07467822172837	-0.113316029333788
ERR912134	0.128328861535282	0.0766923448635012	-0.0859634619458412
ERR912135	0.00102648431327192	-0.0892829859400374	0.0387462141693746
ERR912136	-0.20204795854327	0.0107271729633226	0.0206149211738327
ERR912137	0.0310483113519053	0.0403507237854496	0.130687931685015
ERR912138	-0.126638064548477	0.0635852947743544	-0.0380141893388361
ERR912139	0.0717845253990356	0.0472735702524778	0.0576120084622317
ERR912140	0.244598082286809	0.0751608839378407	0.183775050893931
ERR912141	0.26211335777324	0.0735041375474604	0.0401460216509525
ERR912142	-0.35059118479781	0.0297322023452202	-0.0337575785006592
ERR912143	0.0345481881887977	0.0625374526109165	0.0380568927754454
ERR912144	0.0647009427374106	-0.00667935695584052	0.115188900356433
ERR912145	-0.103179377088065	0.0454312686219239	-0.0626002214390221
ERR912146	0.241540609095809	-0.0798390123927841	0.0594735007446486
ERR912147	-0.0436194873185932	-0.0380022045512469	-0.010018614269237
ERR912148	-0.0842399180177469	0.00467007149819738	0.0737574182680737
ERR912149	0.05499618663999	-0.0190531426200511	-0.0617974212725401
ERR912150	-0.518955208609152	-0.0259066777636264	0.0283982185417142
ERR912151	0.0524261420296137	-0.00170952750167653	0.0786718043293094
ERR912152	-0.148058118284352	0.0482117710188906	-0.00251736706489114
ERR912153	-0.0266022186255252	0.053010169521025	0.0555942528538006
ERR912154	-0.228084549448119	-0.0336833422878353	0.0164358418326344
ERR912155	-0.0620940086266787	-0.0368216931681649	0.0930402812346212
ERR912156	-0.154927806915129	-0.00637007304923508	0.0750999566301293
ERR912157	-0.114609012305184	0.00891598414976466	0.00222622869286154
ERR912158	0.0790845802029167	0.096717084543497	-0.10513503675739
ERR912159	-0.0730328303465085	0.0624951229449991	-0.087615338804048
ERR912160	0.285029198820064	0.0679976512521395	0.0117746099036431
ERR912161	-0.308653496191571	0.0213555862459258	0.0237380138089865
ERR912162	0.189010584868346	0.0617278558642712	0.0312337611247112
ERR912163	0.135725279275914	0.0801175987829525	-0.198257441405729
ERR912164	-0.149661750608418	0.0230950525768626	0.0972649073541166
ERR912165	-0.23072948814195	0.0431365221067845	-0.0948906673471547
ERR912166	0.205689757247231	0.0702875636160853	-0.0380276994935102
ERR912167	-0.262502795851742	-0.000234084606076153	-0.0227268924354154
ERR912168	0.0288765957950823	-0.0515637644743752	-0.0173837861809165
ERR912169	0.06805173906845	0.0792242583628016	0.0341759874946252
ERR912170	-0.101754534952206	0.0109798616080783	0.0197214175994114
ERR912171	0.187101739468308	0.0690568246129016	0.0448082116455393
ERR912172	0.086783041930501	0.104573102996964	-0.0700755583278191
ERR912173	-0.153985809173832	0.00955440231128649	0.0223224479423317
ERR912174	-0.103211678591385	0.0291096290405324	-0.0704848199906646
ERR912175	-0.144062009647808	-0.0727658738804178	0.0788274998792237
ERR912176	0.165070234467599	0.0107375705104918	0.0662370369073969
ERR912177	0.188161617596703	-0.0239192901387097	-0.0413902607645332
ERR912178	-0.169807964234669	-0.0170033707613703	0.0649158099066584
ERR912179	-0.10327687326115	-0.0496786165338435	0.0614840954941951
ERR912180	0.0600161767270625	0.0968642593413125	-0.0170990604435574
ERR912181	0.133244451379584	-0.490986325440695	-0.157313737632914
ERR912182	-0.116133267107383	-0.00937717174553709	0.0379616776265007
ERR912183	-0.168663566084539	0.0344052256848073	-0.0331307198244336
ERR912184	-0.0698993153082328	-0.0566091201217981	0.0731865200022587
ERR912185	-0.331896942517066	-0.00689201749378399	-0.0928639438158975
ERR912186	0.362565389646179	0.0610975024709337	-0.0492093305957889
ERR912187	-0.0622019472661774	0.0257192908835495	-0.00316783488228039
ERR912188	-0.234110329883127	-0.00990849829871181	0.00313117227864716
ERR912189	-0.0666600210626609	-0.0403207129795791	0.0284620611493762
ERR912190	-0.038628161339505	-0.110723111445618	-0.0578663251868131
ERR912191	-0.270369588319194	0.00654791976846003	0.0227954706055565
ERR912192	0.293014742170429	-0.215771312594853	0.0979681643593393
ERR912193	-0.180148818710052	0.0108598484892206	0.0927236550720394
ERR912194	0.0569135964598734	-0.0575357488174277	0.0919611318341493
ERR912195	0.0869240374430826	0.053134469652034	0.0195777098959615
ERR912196	-0.0682785631786618	0.00365127593656164	-0.0187940237474726
ERR912197	0.184167054141472	0.118270648230618	-0.124078077724109
ERR912198	0.237904489733084	-0.0218286828769856	-0.117015152551425
ERR912199	0.148639160659858	-0.0332414886208795	0.15893322146631
ERR912200	0.36982673865397	0.133486635666269	-0.141805630001563
ERR912201	0.0945691298290878	-0.0577214406123617	0.0626219429382078
ERR912202	-0.0458102449689905	-0.114092881243964	-0.0977923846339581
